State,District,Crop,Season,Year,Yield_Kg_Ha
West Bengal,Darjeeling,Urad,Rabi,2016-17,833.0
West Bengal,Darjeeling,Wheat,Rabi,2016-17,1411.0
West Bengal,Hooghly,Gram,Rabi,2016-17,1258.0
West Bengal,Hooghly,Lentil,Rabi,2016-17,549.0
West Bengal,Hooghly,Maize,Summer,2016-17,2017.0
West Bengal,Hooghly,Moong,Rabi,2016-17,726.0
West Bengal,Hooghly,Moong,Summer,2016-17,981.0
West Bengal,Hooghly,Rice,Kharif,2016-17,2806.0
West Bengal,Hooghly,Rice,Rabi,2016-17,3076.0
West Bengal,Hooghly,Rice,Summer,2016-17,3337.0
West Bengal,Hooghly,Tur,Rabi,2016-17,1240.0
West Bengal,Hooghly,Urad,Kharif,2016-17,600.0
West Bengal,Hooghly,Urad,Rabi,2016-17,769.0
West Bengal,Hooghly,Wheat,Rabi,2016-17,2700.0
West Bengal,Howrah,Gram,Rabi,2016-17,750.0
West Bengal,Howrah,Lentil,Rabi,2016-17,826.0
West Bengal,Howrah,Maize,Summer,2016-17,1378.0
West Bengal,Howrah,Moong,Kharif,2016-17,1088.0
West Bengal,Howrah,Moong,Summer,2016-17,772.0
West Bengal,Howrah,Rice,Kharif,2016-17,890.0
West Bengal,Howrah,Rice,Rabi,2016-17,2277.0
West Bengal,Howrah,Rice,Summer,2016-17,3243.0
West Bengal,Howrah,Urad,Kharif,2016-17,750.0
West Bengal,Howrah,Wheat,Rabi,2016-17,2014.0
West Bengal,Jalpaiguri,Barley,Rabi,2016-17,1300.0
West Bengal,Jalpaiguri,Gram,Rabi,2016-17,1013.0
West Bengal,Jalpaiguri,Lentil,Rabi,2016-17,428.0
West Bengal,Jalpaiguri,Maize,Kharif,2016-17,1551.0
West Bengal,Jalpaiguri,Maize,Rabi,2016-17,3773.0
West Bengal,Jalpaiguri,Maize,Summer,2016-17,2812.0
West Bengal,Jalpaiguri,Moong,Kharif,2016-17,704.0
West Bengal,Jalpaiguri,Moong,Rabi,2016-17,929.0
West Bengal,Jalpaiguri,Moong,Summer,2016-17,913.0
West Bengal,Jalpaiguri,Ragi,Kharif,2016-17,810.0
West Bengal,Jalpaiguri,Rice,Kharif,2016-17,2473.0
West Bengal,Jalpaiguri,Rice,Rabi,2016-17,2411.0
West Bengal,Jalpaiguri,Rice,Summer,2016-17,2555.0
West Bengal,Jalpaiguri,Shree Anna /Nutri Cereals,Kharif,2016-17,810.0
West Bengal,Jalpaiguri,Shree Anna /Nutri Cereals,Rabi,2016-17,538.0
West Bengal,Jalpaiguri,Small Millets,Rabi,2016-17,538.0
West Bengal,Jalpaiguri,Urad,Kharif,2016-17,630.0
West Bengal,Jalpaiguri,Urad,Rabi,2016-17,1360.0
West Bengal,Jalpaiguri,Wheat,Rabi,2016-17,1669.0
West Bengal,Jhargram,Lentil,Rabi,2016-17,908.0
West Bengal,Jhargram,Maize,Kharif,2016-17,2451.0
West Bengal,Jhargram,Moong,Summer,2016-17,481.0
West Bengal,Jhargram,Rice,Kharif,2016-17,2949.0
West Bengal,Jhargram,Rice,Rabi,2016-17,2748.0
West Bengal,Jhargram,Rice,Summer,2016-17,3541.0
West Bengal,Jhargram,Tur,Rabi,2016-17,1126.0
West Bengal,Jhargram,Urad,Kharif,2016-17,350.0
West Bengal,Jhargram,Wheat,Rabi,2016-17,2312.0
West Bengal,Kalimpong,Maize,Kharif,2016-17,2068.0
West Bengal,Kalimpong,Rice,Rabi,2016-17,1903.0
West Bengal,Kalimpong,Urad,Kharif,2016-17,750.0
West Bengal,Kalimpong,Wheat,Rabi,2016-17,1763.0
West Bengal,Malda,Barley,Rabi,2016-17,1412.0
West Bengal,Malda,Gram,Rabi,2016-17,929.0
West Bengal,Malda,Lentil,Rabi,2016-17,1009.0
West Bengal,Malda,Maize,Kharif,2016-17,3980.0
West Bengal,Malda,Maize,Rabi,2016-17,5000.0
West Bengal,Malda,Maize,Summer,2016-17,5213.0
West Bengal,Malda,Moong,Kharif,2016-17,569.0
West Bengal,Malda,Moong,Rabi,2016-17,345.0
West Bengal,Malda,Moong,Summer,2016-17,507.0
West Bengal,Malda,Rice,Kharif,2016-17,2512.0
West Bengal,Malda,Rice,Rabi,2016-17,3195.0
West Bengal,Malda,Rice,Summer,2016-17,4040.0
West Bengal,Malda,Tur,Rabi,2016-17,1755.0
West Bengal,Malda,Urad,Kharif,2016-17,795.0
West Bengal,Malda,Wheat,Rabi,2016-17,3090.0
West Bengal,Murshidabad,Barley,Rabi,2016-17,1421.0
West Bengal,Murshidabad,Gram,Rabi,2016-17,918.0
West Bengal,Murshidabad,Lentil,Rabi,2016-17,1042.0
West Bengal,Murshidabad,Maize,Kharif,2016-17,3166.0
West Bengal,Murshidabad,Maize,Rabi,2016-17,5155.0
West Bengal,Murshidabad,Maize,Summer,2016-17,5026.0
West Bengal,Murshidabad,Moong,Kharif,2016-17,938.0
West Bengal,Murshidabad,Moong,Rabi,2016-17,1354.0
West Bengal,Murshidabad,Moong,Summer,2016-17,702.0
West Bengal,Murshidabad,Rice,Kharif,2016-17,2535.0
West Bengal,Murshidabad,Rice,Rabi,2016-17,3127.0
West Bengal,Murshidabad,Rice,Summer,2016-17,3699.0
West Bengal,Murshidabad,Tur,Rabi,2016-17,1719.0
West Bengal,Murshidabad,Urad,Kharif,2016-17,819.0
West Bengal,Murshidabad,Urad,Rabi,2016-17,1063.0
West Bengal,Murshidabad,Wheat,Rabi,2016-17,2636.0
West Bengal,Nadia,Barley,Rabi,2016-17,1469.0
West Bengal,Nadia,Gram,Rabi,2016-17,878.0
West Bengal,Nadia,Lentil,Rabi,2016-17,843.0
West Bengal,Nadia,Maize,Kharif,2016-17,2723.0
West Bengal,Nadia,Maize,Rabi,2016-17,2504.0
West Bengal,Nadia,Maize,Summer,2016-17,2661.0
West Bengal,Nadia,Moong,Kharif,2016-17,768.0
West Bengal,Nadia,Moong,Rabi,2016-17,827.0
West Bengal,Nadia,Moong,Summer,2016-17,669.0
West Bengal,Nadia,Rice,Kharif,2016-17,2662.0
West Bengal,Nadia,Rice,Rabi,2016-17,3085.0
West Bengal,Nadia,Rice,Summer,2016-17,3792.0
West Bengal,Nadia,Tur,Rabi,2016-17,1238.0
West Bengal,Nadia,Urad,Kharif,2016-17,796.0
West Bengal,Nadia,Urad,Rabi,2016-17,823.0
West Bengal,Nadia,Wheat,Rabi,2016-17,3208.0
West Bengal,North 24 Parganas,Gram,Rabi,2016-17,871.0
West Bengal,North 24 Parganas,Lentil,Rabi,2016-17,847.0
West Bengal,North 24 Parganas,Maize,Kharif,2016-17,2723.0
West Bengal,North 24 Parganas,Maize,Rabi,2016-17,3826.0
West Bengal,North 24 Parganas,Maize,Summer,2016-17,2458.0
West Bengal,North 24 Parganas,Moong,Kharif,2016-17,750.0
West Bengal,North 24 Parganas,Moong,Summer,2016-17,669.0
West Bengal,North 24 Parganas,Rice,Kharif,2016-17,2690.0
West Bengal,North 24 Parganas,Rice,Rabi,2016-17,2799.0
West Bengal,North 24 Parganas,Rice,Summer,2016-17,3455.0
West Bengal,North 24 Parganas,Tur,Rabi,2016-17,1227.0
West Bengal,North 24 Parganas,Urad,Kharif,2016-17,739.0
West Bengal,North 24 Parganas,Urad,Rabi,2016-17,1169.0
West Bengal,North 24 Parganas,Wheat,Rabi,2016-17,3086.0
West Bengal,Paschim Bardhaman,Gram,Rabi,2016-17,1500.0
West Bengal,Paschim Bardhaman,Lentil,Rabi,2016-17,581.0
West Bengal,Paschim Bardhaman,Maize,Kharif,2016-17,2722.0
West Bengal,Paschim Bardhaman,Rice,Kharif,2016-17,2925.0
West Bengal,Paschim Bardhaman,Rice,Rabi,2016-17,3407.0
West Bengal,Paschim Bardhaman,Rice,Summer,2016-17,3297.0
West Bengal,Paschim Bardhaman,Tur,Rabi,2016-17,1222.0
West Bengal,Paschim Bardhaman,Wheat,Rabi,2016-17,2742.0
West Bengal,Paschim Medinipur,Gram,Rabi,2016-17,1056.0
West Bengal,Paschim Medinipur,Lentil,Rabi,2016-17,1017.0
West Bengal,Paschim Medinipur,Maize,Rabi,2016-17,2650.0
West Bengal,Paschim Medinipur,Maize,Summer,2016-17,2520.0
West Bengal,Paschim Medinipur,Moong,Kharif,2016-17,648.0
West Bengal,Paschim Medinipur,Moong,Summer,2016-17,916.0
West Bengal,Paschim Medinipur,Rice,Kharif,2016-17,2540.0
West Bengal,Paschim Medinipur,Rice,Rabi,2016-17,2790.0
West Bengal,Paschim Medinipur,Rice,Summer,2016-17,3613.0
West Bengal,Paschim Medinipur,Tur,Rabi,2016-17,1128.0
West Bengal,Paschim Medinipur,Urad,Rabi,2016-17,840.0
West Bengal,Paschim Medinipur,Wheat,Rabi,2016-17,1855.0
West Bengal,Purba Bardhaman,Gram,Rabi,2016-17,1260.0
West Bengal,Purba Bardhaman,Lentil,Rabi,2016-17,747.0
West Bengal,Purba Bardhaman,Maize,Rabi,2016-17,2085.0
West Bengal,Purba Bardhaman,Maize,Summer,2016-17,2252.0
West Bengal,Purba Bardhaman,Moong,Kharif,2016-17,667.0
West Bengal,Purba Bardhaman,Moong,Rabi,2016-17,400.0
West Bengal,Purba Bardhaman,Moong,Summer,2016-17,906.0
West Bengal,Purba Bardhaman,Rice,Kharif,2016-17,3091.0
West Bengal,Purba Bardhaman,Rice,Rabi,2016-17,3330.0
West Bengal,Purba Bardhaman,Rice,Summer,2016-17,2329.0
West Bengal,Purba Bardhaman,Tur,Rabi,2016-17,1235.0
West Bengal,Purba Bardhaman,Urad,Kharif,2016-17,667.0
West Bengal,Purba Bardhaman,Urad,Rabi,2016-17,957.0
West Bengal,Purba Bardhaman,Wheat,Rabi,2016-17,2323.0
West Bengal,Purba Medinipur,Lentil,Rabi,2016-17,1000.0
West Bengal,Purba Medinipur,Maize,Summer,2016-17,1535.0
West Bengal,Purba Medinipur,Moong,Summer,2016-17,721.0
West Bengal,Purba Medinipur,Rice,Kharif,2016-17,2253.0
West Bengal,Purba Medinipur,Rice,Rabi,2016-17,2272.0
West Bengal,Purba Medinipur,Rice,Summer,2016-17,3488.0
West Bengal,Purba Medinipur,Urad,Kharif,2016-17,354.0
West Bengal,Purba Medinipur,Wheat,Rabi,2016-17,2313.0
West Bengal,Purulia,Bajra,Kharif,2016-17,377.0
West Bengal,Purulia,Gram,Rabi,2016-17,1077.0
West Bengal,Purulia,Jowar,Kharif,2016-17,385.0
West Bengal,Purulia,Lentil,Rabi,2016-17,800.0
West Bengal,Purulia,Maize,Kharif,2016-17,2430.0
West Bengal,Purulia,Maize,Summer,2016-17,6273.0
West Bengal,Purulia,Moong,Kharif,2016-17,606.0
West Bengal,Purulia,Moong,Rabi,2016-17,844.0
West Bengal,Purulia,Ragi,Kharif,2016-17,404.0
West Bengal,Purulia,Rice,Kharif,2016-17,2546.0
West Bengal,Purulia,Rice,Rabi,2016-17,2347.0
West Bengal,Purulia,Rice,Summer,2016-17,2560.0
West Bengal,Purulia,Shree Anna /Nutri Cereals,Kharif,2016-17,328.0
West Bengal,Purulia,Small Millets,Kharif,2016-17,255.0
West Bengal,Purulia,Tur,Rabi,2016-17,1124.0
West Bengal,Purulia,Urad,Kharif,2016-17,386.0
West Bengal,Purulia,Urad,Rabi,2016-17,514.0
West Bengal,Purulia,Wheat,Rabi,2016-17,1768.0
West Bengal,South 24 Parganas,Gram,Rabi,2016-17,871.0
West Bengal,South 24 Parganas,Lentil,Rabi,2016-17,1180.0
West Bengal,South 24 Parganas,Maize,Summer,2016-17,2512.0
West Bengal,South 24 Parganas,Moong,Summer,2016-17,665.0
West Bengal,South 24 Parganas,Rice,Kharif,2016-17,2579.0
West Bengal,South 24 Parganas,Rice,Rabi,2016-17,2287.0
West Bengal,South 24 Parganas,Rice,Summer,2016-17,3483.0
West Bengal,South 24 Parganas,Tur,Rabi,2016-17,1238.0
West Bengal,South 24 Parganas,Urad,Kharif,2016-17,739.0
West Bengal,South 24 Parganas,Wheat,Rabi,2016-17,3082.0
West Bengal,Uttar Dinajpur,Barley,Rabi,2016-17,1611.0
West Bengal,Uttar Dinajpur,Gram,Rabi,2016-17,917.0
West Bengal,Uttar Dinajpur,Lentil,Rabi,2016-17,552.0
West Bengal,Uttar Dinajpur,Maize,Kharif,2016-17,2730.0
West Bengal,Uttar Dinajpur,Maize,Rabi,2016-17,6104.0
West Bengal,Uttar Dinajpur,Maize,Summer,2016-17,6247.0
West Bengal,Uttar Dinajpur,Moong,Kharif,2016-17,1209.0
West Bengal,Uttar Dinajpur,Moong,Summer,2016-17,850.0
West Bengal,Uttar Dinajpur,Ragi,Kharif,2016-17,825.0
West Bengal,Uttar Dinajpur,Rice,Kharif,2016-17,2513.0
West Bengal,Uttar Dinajpur,Rice,Rabi,2016-17,2677.0
West Bengal,Uttar Dinajpur,Rice,Summer,2016-17,2938.0
West Bengal,Uttar Dinajpur,Shree Anna /Nutri Cereals,Kharif,2016-17,410.0
West Bengal,Uttar Dinajpur,Small Millets,Kharif,2016-17,300.0
West Bengal,Uttar Dinajpur,Urad,Kharif,2016-17,706.0
West Bengal,Uttar Dinajpur,Urad,Rabi,2016-17,804.0
West Bengal,Uttar Dinajpur,Wheat,Rabi,2016-17,2376.0
Andaman And Nicobar Islands,Nicobars,Rice,Kharif,2017-18,530.0
Andaman And Nicobar Islands,North And Middle Andaman,Maize,Rabi,2017-18,574.0
Andaman And Nicobar Islands,North And Middle Andaman,Moong,Rabi,2017-18,311.0
Andaman And Nicobar Islands,North And Middle Andaman,Rice,Kharif,2017-18,2104.0
Andaman And Nicobar Islands,North And Middle Andaman,Tur,Rabi,2017-18,500.0
Andaman And Nicobar Islands,North And Middle Andaman,Urad,Rabi,2017-18,291.0
Andaman And Nicobar Islands,South Andamans,Maize,Rabi,2017-18,1538.0
Andaman And Nicobar Islands,South Andamans,Moong,Rabi,2017-18,600.0
Andaman And Nicobar Islands,South Andamans,Rice,Kharif,2017-18,2087.0
Andaman And Nicobar Islands,South Andamans,Urad,Rabi,2017-18,1048.0
Andhra Pradesh,Ananthapuramu,Bajra,Kharif,2017-18,1337.0
Andhra Pradesh,Ananthapuramu,Bajra,Rabi,2017-18,1333.0
Andhra Pradesh,Ananthapuramu,Gram,Rabi,2017-18,680.0
Andhra Pradesh,Ananthapuramu,Jowar,Kharif,2017-18,533.0
Andhra Pradesh,Ananthapuramu,Jowar,Rabi,2017-18,439.0
Andhra Pradesh,Ananthapuramu,Maize,Kharif,2017-18,3766.0
Andhra Pradesh,Ananthapuramu,Maize,Rabi,2017-18,4704.0
Andhra Pradesh,Ananthapuramu,Moong,Kharif,2017-18,218.0
Andhra Pradesh,Ananthapuramu,Moong,Rabi,2017-18,946.0
Andhra Pradesh,Ananthapuramu,Ragi,Kharif,2017-18,2336.0
Andhra Pradesh,Ananthapuramu,Ragi,Rabi,2017-18,2588.0
Andhra Pradesh,Ananthapuramu,Rice,Kharif,2017-18,2508.0
Andhra Pradesh,Ananthapuramu,Rice,Rabi,2017-18,2982.0
Andhra Pradesh,Ananthapuramu,Shree Anna /Nutri Cereals,Kharif,2017-18,860.0
Andhra Pradesh,Ananthapuramu,Shree Anna /Nutri Cereals,Rabi,2017-18,770.0
Andhra Pradesh,Ananthapuramu,Small Millets,Kharif,2017-18,1202.0
Andhra Pradesh,Ananthapuramu,Small Millets,Rabi,2017-18,1333.0
Andhra Pradesh,Ananthapuramu,Tur,Kharif,2017-18,194.0
Andhra Pradesh,Ananthapuramu,Urad,Kharif,2017-18,799.0
Andhra Pradesh,Ananthapuramu,Urad,Rabi,2017-18,1333.0
Andhra Pradesh,Ananthapuramu,Wheat,Rabi,2017-18,750.0
Andhra Pradesh,Chittoor,Bajra,Kharif,2017-18,2286.0
Andhra Pradesh,Chittoor,Jowar,Kharif,2017-18,1550.0
Andhra Pradesh,Chittoor,Jowar,Rabi,2017-18,1500.0
Andhra Pradesh,Chittoor,Maize,Kharif,2017-18,5212.0
Andhra Pradesh,Chittoor,Maize,Rabi,2017-18,6065.0
Andhra Pradesh,Chittoor,Moong,Kharif,2017-18,353.0
Andhra Pradesh,Chittoor,Moong,Rabi,2017-18,938.0
Andhra Pradesh,Chittoor,Ragi,Kharif,2017-18,1259.0
Andhra Pradesh,Chittoor,Ragi,Rabi,2017-18,1320.0
Andhra Pradesh,Chittoor,Rice,Kharif,2017-18,3570.0
Andhra Pradesh,Chittoor,Rice,Rabi,2017-18,3867.0
Andhra Pradesh,Chittoor,Shree Anna /Nutri Cereals,Kharif,2017-18,1493.0
Andhra Pradesh,Chittoor,Shree Anna /Nutri Cereals,Rabi,2017-18,1324.0
Andhra Pradesh,Chittoor,Small Millets,Kharif,2017-18,531.0
Andhra Pradesh,Chittoor,Tur,Kharif,2017-18,254.0
Andhra Pradesh,Chittoor,Urad,Kharif,2017-18,798.0
Andhra Pradesh,Chittoor,Urad,Rabi,2017-18,1314.0
Andhra Pradesh,East Godavari,Bajra,Kharif,2017-18,1115.0
Andhra Pradesh,East Godavari,Gram,Rabi,2017-18,1431.0
Andhra Pradesh,East Godavari,Jowar,Kharif,2017-18,1019.0
Andhra Pradesh,East Godavari,Jowar,Rabi,2017-18,642.0
Andhra Pradesh,East Godavari,Maize,Kharif,2017-18,4254.0
Andhra Pradesh,East Godavari,Maize,Rabi,2017-18,9794.0
Andhra Pradesh,East Godavari,Moong,Kharif,2017-18,931.0
Andhra Pradesh,East Godavari,Moong,Rabi,2017-18,610.0
Andhra Pradesh,East Godavari,Ragi,Kharif,2017-18,986.0
Andhra Pradesh,East Godavari,Rice,Kharif,2017-18,3420.0
Andhra Pradesh,East Godavari,Rice,Rabi,2017-18,5601.0
Andhra Pradesh,East Godavari,Shree Anna /Nutri Cereals,Kharif,2017-18,842.0
Andhra Pradesh,East Godavari,Shree Anna /Nutri Cereals,Rabi,2017-18,642.0
Andhra Pradesh,East Godavari,Small Millets,Kharif,2017-18,562.0
Andhra Pradesh,East Godavari,Tur,Kharif,2017-18,382.0
Andhra Pradesh,East Godavari,Tur,Rabi,2017-18,378.0
Andhra Pradesh,East Godavari,Urad,Kharif,2017-18,1201.0
Andhra Pradesh,East Godavari,Urad,Rabi,2017-18,785.0
Andhra Pradesh,Guntur,Bajra,Kharif,2017-18,936.0
Andhra Pradesh,Guntur,Bajra,Rabi,2017-18,937.0
Andhra Pradesh,Guntur,Gram,Rabi,2017-18,1901.0
Andhra Pradesh,Guntur,Jowar,Kharif,2017-18,1014.0
Andhra Pradesh,Guntur,Jowar,Rabi,2017-18,5662.0
Andhra Pradesh,Guntur,Maize,Kharif,2017-18,4255.0
Andhra Pradesh,Guntur,Maize,Rabi,2017-18,10802.0
Andhra Pradesh,Guntur,Moong,Kharif,2017-18,723.0
Andhra Pradesh,Guntur,Moong,Rabi,2017-18,1071.0
Andhra Pradesh,Guntur,Ragi,Rabi,2017-18,914.0
Andhra Pradesh,Guntur,Rice,Kharif,2017-18,4170.0
Andhra Pradesh,Guntur,Rice,Rabi,2017-18,4623.0
Andhra Pradesh,Guntur,Shree Anna /Nutri Cereals,Kharif,2017-18,941.0
Andhra Pradesh,Guntur,Shree Anna /Nutri Cereals,Rabi,2017-18,5585.0
Andhra Pradesh,Guntur,Small Millets,Rabi,2017-18,319.0
Andhra Pradesh,Guntur,Tur,Kharif,2017-18,1121.0
Andhra Pradesh,Guntur,Tur,Rabi,2017-18,1121.0
Andhra Pradesh,Guntur,Urad,Kharif,2017-18,758.0
Andhra Pradesh,Guntur,Urad,Rabi,2017-18,1128.0
Andhra Pradesh,Krishna,Gram,Rabi,2017-18,1895.0
Andhra Pradesh,Krishna,Jowar,Kharif,2017-18,1000.0
Andhra Pradesh,Krishna,Jowar,Rabi,2017-18,4250.0
Andhra Pradesh,Krishna,Maize,Kharif,2017-18,5066.0
Andhra Pradesh,Krishna,Maize,Rabi,2017-18,6925.0
Andhra Pradesh,Krishna,Moong,Kharif,2017-18,813.0
Andhra Pradesh,Krishna,Moong,Rabi,2017-18,669.0
Andhra Pradesh,Krishna,Rice,Kharif,2017-18,3944.0
Andhra Pradesh,Krishna,Rice,Rabi,2017-18,4451.0
Andhra Pradesh,Krishna,Shree Anna /Nutri Cereals,Kharif,2017-18,1000.0
Andhra Pradesh,Krishna,Shree Anna /Nutri Cereals,Rabi,2017-18,4250.0
Andhra Pradesh,Krishna,Tur,Kharif,2017-18,1360.0
Andhra Pradesh,Krishna,Urad,Kharif,2017-18,1195.0
Andhra Pradesh,Krishna,Urad,Rabi,2017-18,1176.0
Andhra Pradesh,Kurnool,Bajra,Kharif,2017-18,1941.0
Andhra Pradesh,Kurnool,Bajra,Rabi,2017-18,1942.0
Andhra Pradesh,Kurnool,Gram,Rabi,2017-18,1279.0
Andhra Pradesh,Kurnool,Jowar,Kharif,2017-18,2376.0
Andhra Pradesh,Kurnool,Jowar,Rabi,2017-18,1771.0
Andhra Pradesh,Kurnool,Maize,Kharif,2017-18,5576.0
Andhra Pradesh,Kurnool,Maize,Rabi,2017-18,5046.0
Andhra Pradesh,Kurnool,Moong,Kharif,2017-18,768.0
Andhra Pradesh,Kurnool,Moong,Rabi,2017-18,938.0
Andhra Pradesh,Kurnool,Rice,Kharif,2017-18,3473.0
Andhra Pradesh,Kurnool,Rice,Rabi,2017-18,3659.0
Andhra Pradesh,Kurnool,Shree Anna /Nutri Cereals,Kharif,2017-18,1785.0
Andhra Pradesh,Kurnool,Shree Anna /Nutri Cereals,Rabi,2017-18,1768.0
Andhra Pradesh,Kurnool,Small Millets,Kharif,2017-18,996.0
Andhra Pradesh,Kurnool,Small Millets,Rabi,2017-18,996.0
Andhra Pradesh,Kurnool,Tur,Kharif,2017-18,440.0
Andhra Pradesh,Kurnool,Tur,Rabi,2017-18,440.0
Andhra Pradesh,Kurnool,Urad,Kharif,2017-18,818.0
Andhra Pradesh,Kurnool,Urad,Rabi,2017-18,1335.0
Andhra Pradesh,Kurnool,Wheat,Rabi,2017-18,688.0
Andhra Pradesh,Prakasam,Bajra,Kharif,2017-18,2031.0
Andhra Pradesh,Prakasam,Bajra,Rabi,2017-18,2031.0
Andhra Pradesh,Prakasam,Gram,Rabi,2017-18,1294.0
Andhra Pradesh,Prakasam,Jowar,Kharif,2017-18,1018.0
Andhra Pradesh,Prakasam,Jowar,Rabi,2017-18,598.0
Andhra Pradesh,Prakasam,Maize,Kharif,2017-18,4382.0
Andhra Pradesh,Prakasam,Maize,Rabi,2017-18,6469.0
Andhra Pradesh,Prakasam,Moong,Kharif,2017-18,393.0
Andhra Pradesh,Prakasam,Moong,Rabi,2017-18,147.0
Andhra Pradesh,Prakasam,Ragi,Kharif,2017-18,1000.0
Andhra Pradesh,Prakasam,Ragi,Rabi,2017-18,1666.0
Andhra Pradesh,Prakasam,Rice,Kharif,2017-18,3904.0
Andhra Pradesh,Prakasam,Rice,Rabi,2017-18,3738.0
Andhra Pradesh,Prakasam,Shree Anna /Nutri Cereals,Kharif,2017-18,1940.0
Andhra Pradesh,Prakasam,Shree Anna /Nutri Cereals,Rabi,2017-18,661.0
Andhra Pradesh,Prakasam,Small Millets,Kharif,2017-18,1270.0
Andhra Pradesh,Prakasam,Small Millets,Rabi,2017-18,363.0
Andhra Pradesh,Prakasam,Tur,Kharif,2017-18,389.0
Andhra Pradesh,Prakasam,Tur,Rabi,2017-18,388.0
Andhra Pradesh,Prakasam,Urad,Kharif,2017-18,441.0
Andhra Pradesh,Prakasam,Urad,Rabi,2017-18,335.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Bajra,Kharif,2017-18,2664.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Bajra,Rabi,2017-18,2679.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Gram,Rabi,2017-18,1294.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Jowar,Kharif,2017-18,1000.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Jowar,Rabi,2017-18,4250.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Maize,Kharif,2017-18,4256.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Maize,Rabi,2017-18,7692.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Moong,Kharif,2017-18,673.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Moong,Rabi,2017-18,506.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Ragi,Kharif,2017-18,983.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Ragi,Rabi,2017-18,1711.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Rice,Kharif,2017-18,3825.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Rice,Rabi,2017-18,4699.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Shree Anna /Nutri Cereals,Kharif,2017-18,2602.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,Shree Anna /Nutri Cereals,Rabi,2017-18,4031.0
