State,District,Crop,Season,Year,Yield_Kg_Ha
Himachal Pradesh,Mandi,Lentil,Rabi,2021-22,1077.0
Himachal Pradesh,Mandi,Maize,Kharif,2021-22,4263.0
Himachal Pradesh,Mandi,Moong,Kharif,2021-22,571.0
Himachal Pradesh,Mandi,Ragi,Kharif,2021-22,1000.0
Himachal Pradesh,Mandi,Rice,Kharif,2021-22,1944.0
Himachal Pradesh,Mandi,Shree Anna /Nutri Cereals,Kharif,2021-22,823.0
Himachal Pradesh,Mandi,Small Millets,Kharif,2021-22,557.0
Himachal Pradesh,Mandi,Tur,Kharif,2021-22,1000.0
Himachal Pradesh,Mandi,Urad,Kharif,2021-22,877.0
Himachal Pradesh,Mandi,Wheat,Rabi,2021-22,2112.0
Himachal Pradesh,Shimla,Bajra,Kharif,2021-22,543.0
Himachal Pradesh,Shimla,Barley,Rabi,2021-22,2548.0
Himachal Pradesh,Shimla,Gram,Rabi,2021-22,1000.0
Himachal Pradesh,Shimla,Lentil,Rabi,2021-22,2569.0
Himachal Pradesh,Shimla,Maize,Kharif,2021-22,2736.0
Himachal Pradesh,Shimla,Moong,Kharif,2021-22,514.0
Himachal Pradesh,Shimla,Ragi,Kharif,2021-22,902.0
Himachal Pradesh,Shimla,Rice,Kharif,2021-22,1368.0
Himachal Pradesh,Shimla,Shree Anna /Nutri Cereals,Kharif,2021-22,609.0
Himachal Pradesh,Shimla,Small Millets,Kharif,2021-22,558.0
Himachal Pradesh,Shimla,Tur,Kharif,2021-22,750.0
Himachal Pradesh,Shimla,Urad,Kharif,2021-22,840.0
Himachal Pradesh,Shimla,Wheat,Rabi,2021-22,2590.0
Himachal Pradesh,Sirmaur,Barley,Rabi,2021-22,1897.0
Himachal Pradesh,Sirmaur,Gram,Rabi,2021-22,1443.0
Himachal Pradesh,Sirmaur,Lentil,Rabi,2021-22,1184.0
Himachal Pradesh,Sirmaur,Maize,Kharif,2021-22,4913.0
Himachal Pradesh,Sirmaur,Ragi,Kharif,2021-22,728.0
Himachal Pradesh,Sirmaur,Rice,Kharif,2021-22,4203.0
Himachal Pradesh,Sirmaur,Shree Anna /Nutri Cereals,Kharif,2021-22,732.0
Himachal Pradesh,Sirmaur,Small Millets,Kharif,2021-22,758.0
Himachal Pradesh,Sirmaur,Urad,Kharif,2021-22,437.0
Himachal Pradesh,Sirmaur,Wheat,Rabi,2021-22,2268.0
Himachal Pradesh,Solan,Bajra,Kharif,2021-22,545.0
Himachal Pradesh,Solan,Barley,Rabi,2021-22,906.0
Himachal Pradesh,Solan,Gram,Rabi,2021-22,1000.0
Himachal Pradesh,Solan,Jowar,Kharif,2021-22,571.0
Himachal Pradesh,Solan,Lentil,Rabi,2021-22,1000.0
Himachal Pradesh,Solan,Maize,Kharif,2021-22,2880.0
Himachal Pradesh,Solan,Moong,Kharif,2021-22,600.0
Himachal Pradesh,Solan,Ragi,Kharif,2021-22,778.0
Himachal Pradesh,Solan,Rice,Kharif,2021-22,1497.0
Himachal Pradesh,Solan,Shree Anna /Nutri Cereals,Kharif,2021-22,630.0
Himachal Pradesh,Solan,Urad,Kharif,2021-22,389.0
Himachal Pradesh,Solan,Wheat,Rabi,2021-22,2022.0
Himachal Pradesh,Una,Gram,Rabi,2021-22,2000.0
Himachal Pradesh,Una,Lentil,Rabi,2021-22,1000.0
Himachal Pradesh,Una,Maize,Kharif,2021-22,2080.0
Himachal Pradesh,Una,Moong,Kharif,2021-22,641.0
Himachal Pradesh,Una,Rice,Kharif,2021-22,2370.0
Himachal Pradesh,Una,Urad,Kharif,2021-22,979.0
Himachal Pradesh,Una,Wheat,Rabi,2021-22,2970.0
Jammu And Kashmir,Budgam,Shree Anna /Nutri Cereals,Rabi,2021-22,555.0
Jammu And Kashmir,Budgam,Small Millets,Rabi,2021-22,555.0
Jammu And Kashmir,Budgam,Wheat,Rabi,2021-22,1417.0
Jammu And Kashmir,Doda,Barley,Rabi,2021-22,321.0
Jammu And Kashmir,Doda,Wheat,Rabi,2021-22,850.0
Jammu And Kashmir,Jammu,Barley,Rabi,2021-22,1477.0
Jammu And Kashmir,Jammu,Urad,Rabi,2021-22,277.0
Jammu And Kashmir,Jammu,Wheat,Rabi,2021-22,2588.0
Jammu And Kashmir,Kathua,Barley,Rabi,2021-22,880.0
Jammu And Kashmir,Kathua,Lentil,Rabi,2021-22,50.0
Jammu And Kashmir,Kathua,Shree Anna /Nutri Cereals,Rabi,2021-22,700.0
Jammu And Kashmir,Kathua,Small Millets,Rabi,2021-22,700.0
Jammu And Kashmir,Kathua,Wheat,Rabi,2021-22,2106.0
Jammu And Kashmir,Kishtwar,Barley,Rabi,2021-22,321.0
Jammu And Kashmir,Kishtwar,Lentil,Rabi,2021-22,900.0
Jammu And Kashmir,Kishtwar,Wheat,Rabi,2021-22,931.0
Jammu And Kashmir,Kulgam,Wheat,Rabi,2021-22,2060.0
Jammu And Kashmir,Poonch,Wheat,Rabi,2021-22,2305.0
Jammu And Kashmir,Pulwama,Wheat,Rabi,2021-22,4632.0
Jammu And Kashmir,Rajouri,Bajra,Rabi,2021-22,175.0
Jammu And Kashmir,Rajouri,Lentil,Rabi,2021-22,325.0
Jammu And Kashmir,Rajouri,Shree Anna /Nutri Cereals,Rabi,2021-22,175.0
Jammu And Kashmir,Rajouri,Wheat,Rabi,2021-22,1789.0
Jammu And Kashmir,Ramban,Barley,Rabi,2021-22,320.0
Jammu And Kashmir,Ramban,Wheat,Rabi,2021-22,885.0
Jammu And Kashmir,Reasi,Bajra,Rabi,2021-22,250.0
Jammu And Kashmir,Reasi,Barley,Rabi,2021-22,922.0
Jammu And Kashmir,Reasi,Shree Anna /Nutri Cereals,Rabi,2021-22,250.0
Jammu And Kashmir,Reasi,Wheat,Rabi,2021-22,1556.0
Jammu And Kashmir,Samba,Barley,Rabi,2021-22,498.0
Jammu And Kashmir,Samba,Wheat,Rabi,2021-22,2128.0
Jammu And Kashmir,Udhampur,Barley,Rabi,2021-22,918.0
Jammu And Kashmir,Udhampur,Shree Anna /Nutri Cereals,Rabi,2021-22,700.0
Jammu And Kashmir,Udhampur,Small Millets,Rabi,2021-22,700.0
Jammu And Kashmir,Udhampur,Wheat,Rabi,2021-22,1579.0
Jharkhand,Bokaro,Bajra,Kharif,2021-22,875.0
Jharkhand,Bokaro,Gram,Rabi,2021-22,1100.0
Jharkhand,Bokaro,Jowar,Kharif,2021-22,3500.0
Jharkhand,Bokaro,Lentil,Rabi,2021-22,1200.0
Jharkhand,Bokaro,Maize,Kharif,2021-22,2900.0
Jharkhand,Bokaro,Moong,Kharif,2021-22,800.0
Jharkhand,Bokaro,Ragi,Kharif,2021-22,2200.0
Jharkhand,Bokaro,Rice,Kharif,2021-22,3300.0
Jharkhand,Bokaro,Shree Anna /Nutri Cereals,Kharif,2021-22,2387.0
Jharkhand,Bokaro,Tur,Kharif,2021-22,1000.0
Jharkhand,Bokaro,Urad,Kharif,2021-22,1750.0
Jharkhand,Bokaro,Wheat,Rabi,2021-22,2700.0
Jharkhand,Chatra,Gram,Rabi,2021-22,1170.0
Jharkhand,Chatra,Jowar,Kharif,2021-22,385.0
Jharkhand,Chatra,Lentil,Rabi,2021-22,712.0
Jharkhand,Chatra,Maize,Kharif,2021-22,2180.0
Jharkhand,Chatra,Maize,Rabi,2021-22,1958.0
Jharkhand,Chatra,Moong,Kharif,2021-22,860.0
Jharkhand,Chatra,Ragi,Kharif,2021-22,1465.0
Jharkhand,Chatra,Rice,Kharif,2021-22,3350.0
Jharkhand,Chatra,Shree Anna /Nutri Cereals,Kharif,2021-22,1400.0
Jharkhand,Chatra,Tur,Kharif,2021-22,1350.0
Jharkhand,Chatra,Urad,Kharif,2021-22,1130.0
Jharkhand,Chatra,Wheat,Rabi,2021-22,1880.0
Jharkhand,Deoghar,Bajra,Kharif,2021-22,667.0
Jharkhand,Deoghar,Gram,Rabi,2021-22,1500.0
Jharkhand,Deoghar,Jowar,Kharif,2021-22,714.0
Jharkhand,Deoghar,Lentil,Rabi,2021-22,950.0
Jharkhand,Deoghar,Maize,Kharif,2021-22,2900.0
Jharkhand,Deoghar,Maize,Rabi,2021-22,2902.0
Jharkhand,Deoghar,Moong,Kharif,2021-22,900.0
Jharkhand,Deoghar,Ragi,Kharif,2021-22,783.0
Jharkhand,Deoghar,Rice,Kharif,2021-22,3900.0
Jharkhand,Deoghar,Shree Anna /Nutri Cereals,Kharif,2021-22,737.0
Jharkhand,Deoghar,Tur,Kharif,2021-22,1100.0
Jharkhand,Deoghar,Urad,Kharif,2021-22,850.0
Jharkhand,Deoghar,Wheat,Rabi,2021-22,2600.0
Jharkhand,Dhanbad,Gram,Rabi,2021-22,1500.0
Jharkhand,Dhanbad,Jowar,Kharif,2021-22,750.0
Jharkhand,Dhanbad,Lentil,Rabi,2021-22,595.0
Jharkhand,Dhanbad,Maize,Kharif,2021-22,2400.0
Jharkhand,Dhanbad,Moong,Kharif,2021-22,800.0
Jharkhand,Dhanbad,Ragi,Kharif,2021-22,688.0
Jharkhand,Dhanbad,Rice,Kharif,2021-22,2750.0
Jharkhand,Dhanbad,Shree Anna /Nutri Cereals,Kharif,2021-22,694.0
Jharkhand,Dhanbad,Tur,Kharif,2021-22,1200.0
Jharkhand,Dhanbad,Urad,Kharif,2021-22,700.0
Jharkhand,Dhanbad,Wheat,Rabi,2021-22,2500.0
Jharkhand,Dumka,Gram,Rabi,2021-22,1290.0
Jharkhand,Dumka,Jowar,Kharif,2021-22,689.0
Jharkhand,Dumka,Lentil,Rabi,2021-22,1059.0
Jharkhand,Dumka,Maize,Kharif,2021-22,2500.0
Jharkhand,Dumka,Maize,Rabi,2021-22,2159.0
Jharkhand,Dumka,Moong,Kharif,2021-22,850.0
Jharkhand,Dumka,Ragi,Kharif,2021-22,653.0
Jharkhand,Dumka,Rice,Kharif,2021-22,2000.0
Jharkhand,Dumka,Shree Anna /Nutri Cereals,Kharif,2021-22,663.0
Jharkhand,Dumka,Tur,Kharif,2021-22,900.0
Jharkhand,Dumka,Urad,Kharif,2021-22,940.0
Jharkhand,Dumka,Wheat,Rabi,2021-22,2290.0
Jharkhand,East Singhbum,Gram,Rabi,2021-22,960.0
Jharkhand,East Singhbum,Jowar,Kharif,2021-22,697.0
Jharkhand,East Singhbum,Lentil,Rabi,2021-22,825.0
Jharkhand,East Singhbum,Maize,Kharif,2021-22,2400.0
Jharkhand,East Singhbum,Maize,Rabi,2021-22,1900.0
Jharkhand,East Singhbum,Moong,Kharif,2021-22,634.0
Jharkhand,East Singhbum,Ragi,Kharif,2021-22,1000.0
Jharkhand,East Singhbum,Rice,Kharif,2021-22,3500.0
Jharkhand,East Singhbum,Shree Anna /Nutri Cereals,Kharif,2021-22,701.0
Jharkhand,East Singhbum,Tur,Kharif,2021-22,985.0
Jharkhand,East Singhbum,Urad,Kharif,2021-22,680.0
Jharkhand,East Singhbum,Wheat,Rabi,2021-22,1900.0
Jharkhand,Garhwa,Gram,Rabi,2021-22,1484.0
Jharkhand,Garhwa,Jowar,Kharif,2021-22,700.0
Jharkhand,Garhwa,Lentil,Rabi,2021-22,1174.0
Jharkhand,Garhwa,Maize,Kharif,2021-22,2550.0
Jharkhand,Garhwa,Maize,Rabi,2021-22,2069.0
Jharkhand,Garhwa,Moong,Kharif,2021-22,735.0
Jharkhand,Garhwa,Ragi,Kharif,2021-22,1267.0
Jharkhand,Garhwa,Rice,Kharif,2021-22,2930.0
Jharkhand,Garhwa,Shree Anna /Nutri Cereals,Kharif,2021-22,1040.0
Jharkhand,Garhwa,Tur,Kharif,2021-22,980.0
Jharkhand,Garhwa,Urad,Kharif,2021-22,825.0
Jharkhand,Garhwa,Wheat,Rabi,2021-22,2420.0
Jharkhand,Giridih,Bajra,Kharif,2021-22,824.0
Jharkhand,Giridih,Gram,Rabi,2021-22,1590.0
Jharkhand,Giridih,Jowar,Kharif,2021-22,1192.0
Jharkhand,Giridih,Lentil,Rabi,2021-22,865.0
Jharkhand,Giridih,Maize,Kharif,2021-22,1905.0
Jharkhand,Giridih,Maize,Rabi,2021-22,1519.0
Jharkhand,Giridih,Moong,Kharif,2021-22,972.0
Jharkhand,Giridih,Ragi,Kharif,2021-22,410.0
Jharkhand,Giridih,Rice,Kharif,2021-22,3842.0
Jharkhand,Giridih,Shree Anna /Nutri Cereals,Kharif,2021-22,550.0
Jharkhand,Giridih,Tur,Kharif,2021-22,1412.0
Jharkhand,Giridih,Urad,Kharif,2021-22,994.0
Jharkhand,Giridih,Wheat,Rabi,2021-22,2658.0
Jharkhand,Godda,Bajra,Kharif,2021-22,500.0
Jharkhand,Godda,Gram,Rabi,2021-22,1430.0
Jharkhand,Godda,Jowar,Kharif,2021-22,660.0
Jharkhand,Godda,Lentil,Rabi,2021-22,1110.0
Jharkhand,Godda,Maize,Kharif,2021-22,2500.0
Jharkhand,Godda,Maize,Rabi,2021-22,2430.0
Jharkhand,Godda,Moong,Kharif,2021-22,630.0
Jharkhand,Godda,Ragi,Kharif,2021-22,750.0
Jharkhand,Godda,Rice,Kharif,2021-22,3100.0
Jharkhand,Godda,Shree Anna /Nutri Cereals,Kharif,2021-22,741.0
Jharkhand,Godda,Tur,Kharif,2021-22,790.0
Jharkhand,Godda,Urad,Kharif,2021-22,620.0
Jharkhand,Godda,Wheat,Rabi,2021-22,2440.0
Jharkhand,Gumla,Gram,Rabi,2021-22,1020.0
Jharkhand,Gumla,Lentil,Rabi,2021-22,905.0
Jharkhand,Gumla,Maize,Kharif,2021-22,3322.0
Jharkhand,Gumla,Maize,Rabi,2021-22,2630.0
Jharkhand,Gumla,Moong,Kharif,2021-22,720.0
Jharkhand,Gumla,Ragi,Kharif,2021-22,1221.0
Jharkhand,Gumla,Rice,Kharif,2021-22,3313.0
Jharkhand,Gumla,Shree Anna /Nutri Cereals,Kharif,2021-22,1221.0
Jharkhand,Gumla,Tur,Kharif,2021-22,1410.0
Jharkhand,Gumla,Urad,Kharif,2021-22,1199.0
Jharkhand,Gumla,Wheat,Rabi,2021-22,1402.0
Jharkhand,Hazaribagh,Bajra,Kharif,2021-22,484.0
Jharkhand,Hazaribagh,Gram,Rabi,2021-22,1225.0
Jharkhand,Hazaribagh,Jowar,Kharif,2021-22,672.0
Jharkhand,Hazaribagh,Lentil,Rabi,2021-22,1225.0
Jharkhand,Hazaribagh,Maize,Kharif,2021-22,2075.0
Jharkhand,Hazaribagh,Maize,Rabi,2021-22,2073.0
Jharkhand,Hazaribagh,Moong,Kharif,2021-22,850.0
Jharkhand,Hazaribagh,Ragi,Kharif,2021-22,690.0
Jharkhand,Hazaribagh,Rice,Kharif,2021-22,2790.0
Jharkhand,Hazaribagh,Shree Anna /Nutri Cereals,Kharif,2021-22,686.0
Jharkhand,Hazaribagh,Tur,Kharif,2021-22,1020.0
Jharkhand,Hazaribagh,Urad,Kharif,2021-22,650.0
Jharkhand,Hazaribagh,Wheat,Rabi,2021-22,2020.0
Jharkhand,Jamtara,Gram,Rabi,2021-22,1350.0
Jharkhand,Jamtara,Jowar,Kharif,2021-22,2000.0
Jharkhand,Jamtara,Lentil,Rabi,2021-22,849.0
Jharkhand,Jamtara,Maize,Kharif,2021-22,2100.0
Jharkhand,Jamtara,Maize,Rabi,2021-22,3119.0
Jharkhand,Jamtara,Moong,Kharif,2021-22,1053.0
Jharkhand,Jamtara,Ragi,Kharif,2021-22,1500.0
Jharkhand,Jamtara,Rice,Kharif,2021-22,2957.0
Jharkhand,Jamtara,Shree Anna /Nutri Cereals,Kharif,2021-22,1554.0
Jharkhand,Jamtara,Tur,Kharif,2021-22,1300.0
Jharkhand,Jamtara,Urad,Kharif,2021-22,953.0
Jharkhand,Jamtara,Wheat,Rabi,2021-22,2450.0
Jharkhand,Khunti,Bajra,Kharif,2021-22,600.0
Jharkhand,Khunti,Gram,Rabi,2021-22,1200.0
Jharkhand,Khunti,Jowar,Kharif,2021-22,355.0
Jharkhand,Khunti,Lentil,Rabi,2021-22,900.0
Jharkhand,Khunti,Maize,Kharif,2021-22,2962.0
Jharkhand,Khunti,Maize,Rabi,2021-22,2800.0
Jharkhand,Khunti,Moong,Kharif,2021-22,800.0
Jharkhand,Khunti,Ragi,Kharif,2021-22,900.0
Jharkhand,Khunti,Rice,Kharif,2021-22,4568.0
Jharkhand,Khunti,Shree Anna /Nutri Cereals,Kharif,2021-22,872.0
Jharkhand,Khunti,Tur,Kharif,2021-22,1050.0
Jharkhand,Khunti,Urad,Kharif,2021-22,900.0
Jharkhand,Khunti,Wheat,Rabi,2021-22,3000.0
Jharkhand,Koderma,Gram,Rabi,2021-22,1200.0
Jharkhand,Koderma,Jowar,Kharif,2021-22,511.0
Jharkhand,Koderma,Lentil,Rabi,2021-22,1200.0
Jharkhand,Koderma,Maize,Kharif,2021-22,2080.0
Jharkhand,Koderma,Moong,Kharif,2021-22,900.0
Jharkhand,Koderma,Ragi,Kharif,2021-22,800.0
Jharkhand,Koderma,Rice,Kharif,2021-22,2600.0
Jharkhand,Koderma,Shree Anna /Nutri Cereals,Kharif,2021-22,779.0
Jharkhand,Koderma,Tur,Kharif,2021-22,1200.0
Jharkhand,Koderma,Urad,Kharif,2021-22,900.0
Jharkhand,Koderma,Wheat,Rabi,2021-22,2500.0
Jharkhand,Latehar,Gram,Rabi,2021-22,642.0
Jharkhand,Latehar,Jowar,Kharif,2021-22,590.0
Jharkhand,Latehar,Lentil,Rabi,2021-22,557.0
Jharkhand,Latehar,Maize,Kharif,2021-22,1575.0
Jharkhand,Latehar,Moong,Kharif,2021-22,816.0
Jharkhand,Latehar,Ragi,Kharif,2021-22,1145.0
Jharkhand,Latehar,Rice,Kharif,2021-22,2250.0
Jharkhand,Latehar,Shree Anna /Nutri Cereals,Kharif,2021-22,1016.0
Jharkhand,Latehar,Tur,Kharif,2021-22,1552.0
Jharkhand,Latehar,Urad,Kharif,2021-22,722.0
Jharkhand,Latehar,Wheat,Rabi,2021-22,1350.0
Jharkhand,Lohardaga,Gram,Rabi,2021-22,820.0
Jharkhand,Lohardaga,Jowar,Kharif,2021-22,400.0
Jharkhand,Lohardaga,Lentil,Rabi,2021-22,505.0
Jharkhand,Lohardaga,Maize,Kharif,2021-22,3200.0
Jharkhand,Lohardaga,Maize,Rabi,2021-22,3051.0
Jharkhand,Lohardaga,Moong,Kharif,2021-22,450.0
Jharkhand,Lohardaga,Ragi,Kharif,2021-22,600.0
Jharkhand,Lohardaga,Rice,Kharif,2021-22,3290.0
Jharkhand,Lohardaga,Shree Anna /Nutri Cereals,Kharif,2021-22,599.0
Jharkhand,Lohardaga,Tur,Kharif,2021-22,1000.0
Jharkhand,Lohardaga,Urad,Kharif,2021-22,600.0
Jharkhand,Lohardaga,Wheat,Rabi,2021-22,2700.0
Jharkhand,Pakur,Gram,Rabi,2021-22,850.0
Jharkhand,Pakur,Jowar,Kharif,2021-22,748.0
Jharkhand,Pakur,Lentil,Rabi,2021-22,735.0
Jharkhand,Pakur,Maize,Kharif,2021-22,1500.0
Jharkhand,Pakur,Maize,Rabi,2021-22,2100.0
Jharkhand,Pakur,Moong,Kharif,2021-22,698.0
Jharkhand,Pakur,Rice,Kharif,2021-22,2004.0
Jharkhand,Pakur,Shree Anna /Nutri Cereals,Kharif,2021-22,748.0
Jharkhand,Pakur,Tur,Kharif,2021-22,775.0
Jharkhand,Pakur,Urad,Kharif,2021-22,770.0
Jharkhand,Pakur,Wheat,Rabi,2021-22,1800.0
Jharkhand,Palamu,Bajra,Kharif,2021-22,750.0
Jharkhand,Palamu,Gram,Rabi,2021-22,806.0
Jharkhand,Palamu,Jowar,Kharif,2021-22,643.0
Jharkhand,Palamu,Lentil,Rabi,2021-22,744.0
Jharkhand,Palamu,Maize,Kharif,2021-22,1473.0
Jharkhand,Palamu,Maize,Rabi,2021-22,1581.0
Jharkhand,Palamu,Moong,Kharif,2021-22,856.0
Jharkhand,Palamu,Ragi,Kharif,2021-22,791.0
Jharkhand,Palamu,Rice,Kharif,2021-22,2644.0
Jharkhand,Palamu,Shree Anna /Nutri Cereals,Kharif,2021-22,787.0
Jharkhand,Palamu,Tur,Kharif,2021-22,1096.0
Jharkhand,Palamu,Urad,Kharif,2021-22,860.0
Jharkhand,Palamu,Wheat,Rabi,2021-22,1963.0
Jharkhand,Ramgarh,Bajra,Kharif,2021-22,526.0
Jharkhand,Ramgarh,Gram,Rabi,2021-22,1330.0
Jharkhand,Ramgarh,Jowar,Kharif,2021-22,600.0
Jharkhand,Ramgarh,Lentil,Rabi,2021-22,720.0
Jharkhand,Ramgarh,Maize,Kharif,2021-22,2150.0
Jharkhand,Ramgarh,Maize,Rabi,2021-22,2150.0
Jharkhand,Ramgarh,Moong,Kharif,2021-22,761.0
Jharkhand,Ramgarh,Ragi,Kharif,2021-22,650.0
Jharkhand,Ramgarh,Rice,Kharif,2021-22,2640.0
Jharkhand,Ramgarh,Shree Anna /Nutri Cereals,Kharif,2021-22,646.0
Jharkhand,Ramgarh,Tur,Kharif,2021-22,1150.0
Jharkhand,Ramgarh,Urad,Kharif,2021-22,680.0
Jharkhand,Ramgarh,Wheat,Rabi,2021-22,2010.0
Jharkhand,Ranchi,Gram,Rabi,2021-22,1000.0
Jharkhand,Ranchi,Lentil,Rabi,2021-22,700.0
Jharkhand,Ranchi,Maize,Kharif,2021-22,2800.0
Jharkhand,Ranchi,Maize,Rabi,2021-22,2800.0
Jharkhand,Ranchi,Moong,Kharif,2021-22,800.0
Jharkhand,Ranchi,Ragi,Kharif,2021-22,815.0
Jharkhand,Ranchi,Rice,Kharif,2021-22,3800.0
Jharkhand,Ranchi,Shree Anna /Nutri Cereals,Kharif,2021-22,815.0
Jharkhand,Ranchi,Tur,Kharif,2021-22,900.0
Jharkhand,Ranchi,Urad,Kharif,2021-22,800.0
Jharkhand,Ranchi,Wheat,Rabi,2021-22,2800.0
Jharkhand,Sahebganj,Bajra,Kharif,2021-22,720.0
Jharkhand,Sahebganj,Gram,Rabi,2021-22,1054.0
Jharkhand,Sahebganj,Jowar,Kharif,2021-22,655.0
Jharkhand,Sahebganj,Lentil,Rabi,2021-22,450.0
Jharkhand,Sahebganj,Maize,Kharif,2021-22,2245.0
Jharkhand,Sahebganj,Maize,Rabi,2021-22,860.0
Jharkhand,Sahebganj,Moong,Kharif,2021-22,1136.0
Jharkhand,Sahebganj,Ragi,Kharif,2021-22,609.0
Jharkhand,Sahebganj,Rice,Kharif,2021-22,3250.0
Jharkhand,Sahebganj,Shree Anna /Nutri Cereals,Kharif,2021-22,652.0
Jharkhand,Sahebganj,Tur,Kharif,2021-22,515.0
Jharkhand,Sahebganj,Urad,Kharif,2021-22,1030.0
Jharkhand,Sahebganj,Wheat,Rabi,2021-22,2751.0
Jharkhand,Saraikela Kharsawan,Bajra,Kharif,2021-22,571.0
Jharkhand,Saraikela Kharsawan,Gram,Rabi,2021-22,1750.0
Jharkhand,Saraikela Kharsawan,Jowar,Kharif,2021-22,400.0
Jharkhand,Saraikela Kharsawan,Lentil,Rabi,2021-22,800.0
Jharkhand,Saraikela Kharsawan,Maize,Kharif,2021-22,2200.0
Jharkhand,Saraikela Kharsawan,Maize,Rabi,2021-22,1798.0
Jharkhand,Saraikela Kharsawan,Moong,Kharif,2021-22,700.0
Jharkhand,Saraikela Kharsawan,Ragi,Kharif,2021-22,656.0
Jharkhand,Saraikela Kharsawan,Rice,Kharif,2021-22,2800.0
Jharkhand,Saraikela Kharsawan,Shree Anna /Nutri Cereals,Kharif,2021-22,591.0
Jharkhand,Saraikela Kharsawan,Tur,Kharif,2021-22,1200.0
Jharkhand,Saraikela Kharsawan,Urad,Kharif,2021-22,700.0
Jharkhand,Saraikela Kharsawan,Wheat,Rabi,2021-22,3100.0
Jharkhand,Simdega,Gram,Rabi,2021-22,1300.0
Jharkhand,Simdega,Jowar,Kharif,2021-22,643.0
Jharkhand,Simdega,Lentil,Rabi,2021-22,1100.0
Jharkhand,Simdega,Maize,Kharif,2021-22,2500.0
Jharkhand,Simdega,Maize,Rabi,2021-22,2800.0
Jharkhand,Simdega,Moong,Kharif,2021-22,950.0
Jharkhand,Simdega,Ragi,Kharif,2021-22,1200.0
Jharkhand,Simdega,Rice,Kharif,2021-22,2900.0
Jharkhand,Simdega,Shree Anna /Nutri Cereals,Kharif,2021-22,1193.0
Jharkhand,Simdega,Tur,Kharif,2021-22,1400.0
Jharkhand,Simdega,Urad,Kharif,2021-22,1050.0
Jharkhand,Simdega,Wheat,Rabi,2021-22,2200.0
Jharkhand,West Singhbhum,Gram,Rabi,2021-22,1085.0
Jharkhand,West Singhbhum,Jowar,Kharif,2021-22,453.0
Jharkhand,West Singhbhum,Lentil,Rabi,2021-22,872.0
Jharkhand,West Singhbhum,Maize,Kharif,2021-22,1160.0
Jharkhand,West Singhbhum,Maize,Rabi,2021-22,1154.0
Jharkhand,West Singhbhum,Moong,Kharif,2021-22,764.0
Jharkhand,West Singhbhum,Ragi,Kharif,2021-22,580.0
Jharkhand,West Singhbhum,Rice,Kharif,2021-22,2044.0
Jharkhand,West Singhbhum,Shree Anna /Nutri Cereals,Kharif,2021-22,570.0
Jharkhand,West Singhbhum,Tur,Kharif,2021-22,1092.0
Jharkhand,West Singhbhum,Urad,Kharif,2021-22,864.0
Jharkhand,West Singhbhum,Wheat,Rabi,2021-22,1168.0
Karnataka,Bagalkote,Bajra,Kharif,2021-22,1427.0
Karnataka,Bagalkote,Gram,Rabi,2021-22,729.0
Karnataka,Bagalkote,Jowar,Kharif,2021-22,2077.0
Karnataka,Bagalkote,Jowar,Rabi,2021-22,1265.0
Karnataka,Bagalkote,Maize,Kharif,2021-22,4003.0
Karnataka,Bagalkote,Maize,Rabi,2021-22,3731.0
Karnataka,Bagalkote,Maize,Summer,2021-22,3854.0
Karnataka,Bagalkote,Moong,Kharif,2021-22,293.0
Karnataka,Bagalkote,Ragi,Kharif,2021-22,1317.0
Karnataka,Bagalkote,Ragi,Rabi,2021-22,1361.0
Karnataka,Bagalkote,Rice,Kharif,2021-22,2794.0
Karnataka,Bagalkote,Rice,Summer,2021-22,3000.0
Karnataka,Bagalkote,Shree Anna /Nutri Cereals,Kharif,2021-22,1462.0
Karnataka,Bagalkote,Shree Anna /Nutri Cereals,Rabi,2021-22,1265.0
Karnataka,Bagalkote,Small Millets,Kharif,2021-22,867.0
Karnataka,Bagalkote,Tur,Kharif,2021-22,679.0
Karnataka,Bagalkote,Urad,Kharif,2021-22,314.0
Karnataka,Bagalkote,Urad,Rabi,2021-22,500.0
Karnataka,Bagalkote,Wheat,Rabi,2021-22,1875.0
Karnataka,Ballari,Bajra,Kharif,2021-22,1581.0
Karnataka,Ballari,Bajra,Rabi,2021-22,1249.0
Karnataka,Ballari,Bajra,Summer,2021-22,1107.0
Karnataka,Ballari,Gram,Rabi,2021-22,723.0
Karnataka,Ballari,Jowar,Kharif,2021-22,2938.0
Karnataka,Ballari,Jowar,Rabi,2021-22,2539.0
Karnataka,Ballari,Maize,Kharif,2021-22,3323.0
Karnataka,Ballari,Maize,Rabi,2021-22,3987.0
Karnataka,Ballari,Maize,Summer,2021-22,3562.0
Karnataka,Ballari,Moong,Kharif,2021-22,618.0
Karnataka,Ballari,Moong,Rabi,2021-22,311.0
Karnataka,Ballari,Ragi,Kharif,2021-22,1095.0
Karnataka,Ballari,Ragi,Rabi,2021-22,1466.0
Karnataka,Ballari,Ragi,Summer,2021-22,1527.0
Karnataka,Ballari,Rice,Kharif,2021-22,3904.0
Karnataka,Ballari,Rice,Summer,2021-22,3553.0
Karnataka,Ballari,Shree Anna /Nutri Cereals,Kharif,2021-22,1578.0
Karnataka,Ballari,Shree Anna /Nutri Cereals,Rabi,2021-22,1911.0
Karnataka,Ballari,Shree Anna /Nutri Cereals,Summer,2021-22,1421.0
